x,v
7.980899309576936496e+00,1.464608328617970301e+00
8.015949332821465489e+00,1.466216652394192632e+00
8.047356332353144737e+00,1.466526272163178657e+00
8.068731662467927279e+00,1.466341749467868549e+00
8.084968623076376204e+00,1.465993086685654312e+00
8.116404515843480993e+00,1.463347366352872214e+00
8.126159118402325632e+00,1.461574266780477638e+00
8.132524372110793820e+00,1.460982062417244043e+00
8.149719350703115595e+00,1.457584504762465816e+00
8.157668206470168215e+00,1.457245428730749470e+00
8.224169643114141337e+00,1.434265258606767457e+00
8.233679659404792517e+00,1.428729272441669362e+00
8.269034944820534250e+00,1.407766906363329795e+00
8.305966507740537352e+00,1.378039064061760133e+00
8.353996626571937867e+00,1.326634630768170009e+00
8.374934518275754414e+00,1.298520843535785563e+00
8.542716945922895988e+00,9.560348927961153098e-01
8.615238648200790550e+00,7.372647166490250425e-01
8.628120253929749239e+00,6.881359087194102164e-01
8.644181634582075446e+00,6.308758014213405874e-01
8.657213170143332803e+00,5.804564272281774739e-01
8.804986750981543153e+00,-4.543917024419197315e-02
8.830668772907504405e+00,-1.710675613461992428e-01
8.876210681211043507e+00,-3.925401275742645413e-01
8.883471093362995674e+00,-4.326790767384477432e-01
8.935230136606174156e+00,-6.907154937032412567e-01
8.985210971017282944e+00,-9.412990107613766755e-01
9.008097883777626436e+00,-1.057460852326549627e+00
9.042605211304628909e+00,-1.227855398629533079e+00
9.161107281360395760e+00,-1.753311554423382823e+00
9.179382764821831131e+00,-1.827344670406531257e+00
9.182558208985321713e+00,-1.841291741027919926e+00
9.214337634700605406e+00,-1.957193713925929224e+00
9.276027280601789826e+00,-2.149661335500825388e+00
9.332146709974344034e+00,-2.280895052929197142e+00
9.343838808996784095e+00,-2.305103234144953106e+00
9.403176960111464311e+00,-2.385538665454245422e+00
9.445139286773780896e+00,-2.410859310715463888e+00
9.454727188859997966e+00,-2.414029812073427816e+00
9.545678836364846376e+00,-2.363088618816545861e+00
9.580825216860384685e+00,-2.304949560981807366e+00
9.592517840785459882e+00,-2.281642260886799445e+00
9.594209192358938765e+00,-2.278313800431372549e+00
9.598262725514230098e+00,-2.269958773633554916e+00
9.611422107648495583e+00,-2.241683137370523049e+00
9.629388865772344985e+00,-2.199247498982416449e+00
9.632865614019564759e+00,-2.188772129279342948e+00
9.678513194383960183e+00,-2.060879471694052611e+00
9.807549947822275627e+00,-1.572404472857045654e+00
9.841646452265948142e+00,-1.414101708485543840e+00
9.883973617976732129e+00,-1.215664156472411106e+00
9.886025378486460014e+00,-1.203286321055249797e+00
9.896282411770691567e+00,-1.152650575667217181e+00
9.917922495922118387e+00,-1.046019337210727151e+00
9.948104975101806247e+00,-8.965279238095895664e-01
9.949224595199893884e+00,-8.866570061502988542e-01
1.000781120030694460e+01,-5.973288697446238471e-01
1.001706969066467146e+01,-5.437257015705301288e-01
1.009469942764547667e+01,-1.707408241621003742e-01
1.010634544931900258e+01,-1.099883275707348590e-01
1.015781590665697287e+01,1.229149611995341979e-01
1.016963312980050738e+01,1.761391824222572067e-01
1.017310426541923718e+01,1.920916848947656352e-01
1.020819182383901769e+01,3.389979014036460514e-01
1.022863837765176598e+01,4.213815550559724121e-01
1.022994815919396849e+01,4.291676079650187381e-01
1.033512518930049495e+01,7.925880030314663705e-01
1.042598957173894725e+01,1.029762749896471652e+00
1.044126623865463266e+01,1.062920348250081970e+00
1.048344775217966252e+01,1.142603041792124019e+00
1.051179061797925307e+01,1.188114300189757611e+00
1.053862312181897387e+01,1.225652176310878083e+00
1.056971182018554956e+01,1.263354539303778390e+00
1.058575969745025169e+01,1.279824001085331231e+00
1.066794025440821692e+01,1.342131876171382077e+00
1.069050081228552607e+01,1.352014323268174500e+00
1.070778830113921920e+01,1.358784770980179468e+00
1.075738871126690199e+01,1.373093358868677116e+00
1.079467568153996204e+01,1.379477872640957781e+00
1.081131577388035225e+01,1.382531205461878798e+00
1.082285385237849340e+01,1.382122658986825847e+00
1.091141169048120751e+01,1.385966477907021988e+00
1.092716667028675737e+01,1.386730545554146987e+00
1.094478165610590459e+01,1.385539755210878354e+00
1.100479903659953607e+01,1.385413641763765913e+00
1.100696988617442962e+01,1.386311176997040429e+00
1.101622824784096011e+01,1.386302919705504122e+00
1.101797628645757143e+01,1.385662880579991985e+00
1.103265109022254009e+01,1.385535830716532413e+00
1.104803758077330933e+01,1.385458718172864589e+00
1.105935552270614686e+01,1.385506170080972987e+00
1.107316677743839684e+01,1.385325173948410704e+00
1.113097407635469693e+01,1.383767647287174496e+00
1.114622479721616166e+01,1.383547898348240102e+00
1.118176344208378836e+01,1.380352372518798054e+00
1.118680427686002332e+01,1.380189886096023555e+00
1.120952871482149682e+01,1.376893775145084931e+00
1.122460777419088629e+01,1.374289832005582523e+00
1.124239116983530096e+01,1.370815358450271138e+00
1.126719387432704877e+01,1.364651107654461182e+00
1.134507953003754821e+01,1.326829940803599728e+00
1.136283642052467968e+01,1.315208270843240435e+00
1.138859253563695262e+01,1.294732606404700892e+00
1.144954360940294436e+01,1.228883952021377679e+00
1.149448434201164737e+01,1.163928131723199311e+00
1.149530449324640635e+01,1.162370317100744899e+00
1.150246159400614054e+01,1.150694221231477687e+00
1.151463958983347879e+01,1.129426011189356371e+00
1.153639111744956303e+01,1.088779828882767697e+00
1.153879071485200036e+01,1.084047408989133654e+00
1.154532853952021476e+01,1.070724872381298098e+00
1.156900721201331805e+01,1.020032154565488014e+00
1.159938567571203372e+01,9.479902736727817691e-01
1.167441552854274178e+01,7.355135302520569018e-01
1.170582459489075866e+01,6.304034595104138772e-01
1.170661983496639458e+01,6.271214337240768044e-01
1.173136789434384397e+01,5.390164832469631628e-01
1.174128728732742033e+01,5.015668453504311675e-01
1.176927430027686583e+01,3.934228804766508603e-01
1.179902598626963872e+01,2.722272355546866973e-01
1.180331401336346886e+01,2.537180637984532972e-01
1.180699758274526801e+01,2.378204243482218705e-01
1.182566237595743708e+01,1.575336942166120635e-01
1.183785319921972246e+01,1.035586298630780666e-01
1.184631414762512236e+01,6.558174440340514000e-02
1.185208453314034927e+01,3.928868438583452138e-02
1.186588277367277300e+01,-2.441443054865749529e-02
1.189111070335505715e+01,-1.427705720486809882e-01
1.193172642894377589e+01,-3.376448260800410939e-01
1.196087667804667021e+01,-4.838199077464674369e-01
1.202483542673018846e+01,-7.993574124839472050e-01
1.203746475343086075e+01,-8.657867522373761116e-01
1.204081356484149268e+01,-8.827884905720504438e-01
1.204750480266146617e+01,-9.181601989271875874e-01
1.209169241910472792e+01,-1.133911392757512626e+00
1.210490020004797174e+01,-1.201970681363244253e+00
1.220779175718863563e+01,-1.664606463102924927e+00
1.225207754665405169e+01,-1.838087522159165710e+00
1.229891086547827861e+01,-1.997859765663225540e+00
1.234472205468334138e+01,-2.126851408607747018e+00
1.237636637270202300e+01,-2.198259999640933327e+00
1.238730625003107733e+01,-2.223204426830359459e+00
1.244462839776027963e+01,-2.293124407838730949e+00
1.245023618110452546e+01,-2.296526163276116694e+00
1.248346587291647047e+01,-2.298367634003914972e+00
1.249325649640072911e+01,-2.291635511892426535e+00
1.249741024869393335e+01,-2.288735369430117128e+00
1.252875723185735168e+01,-2.232210039905266896e+00
1.254358102130479935e+01,-2.172267908791912117e+00
